dt_readable,fetched_at,dt,coord_lat,coord_lon,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,hour,day_of_week,month,year,is_weekend,co_rolling3,co_rolling6,co_rolling12,no_rolling3,no_rolling6,no_rolling12,no2_rolling3,no2_rolling6,no2_rolling12,o3_rolling3,o3_rolling6,o3_rolling12,so2_rolling3,so2_rolling6,so2_rolling12,pm2_5_rolling3,pm2_5_rolling6,pm2_5_rolling12,pm10_rolling3,pm10_rolling6,pm10_rolling12,nh3_rolling3,nh3_rolling6,nh3_rolling12,aqi_rolling3,aqi_rolling6,aqi_rolling12
2025-12-01 18:38:59,2025-12-01 18:38:59,1764596339,27.7244,68.8228,504.03,0,7.95,91.82,3.4,96.55,190.95,8.66,5,18,Monday,12,2025,0,504.03,504.03,504.03,0.0,0.0,0.0,7.95,7.95,7.95,91.82,91.82,91.82,3.4,3.4,3.4,96.55,96.55,96.55,190.95,190.95,190.95,8.66,8.66,8.66,5.0,5.0,5.0
